"code";"parentCode";"level";"name";"shortName";"notes";"validFrom";"validTo"
"0301";"";"1";"Oslo";;"I 1980 ble del av 0231 Skedsmo overført til 0301 Oslo. I 1984 ble deler av 0233 Nittedal overført til 0301 Oslo og motsatt."
"1101";"";"1";"Eigersund";;"I 1967 ble 1101 Eigersund del overført til 1111 Sokndal (gården Tjørn)."
"1103";"";"1";"Stavanger";;""
"1106";"";"1";"Haugesund";;""
"1108";"";"1";"Sandnes";;""
"1111";"";"1";"Sokndal";;"I 1947 ble 1111 Sokndal del overført til 1116 Eigersund. I 1967 ble 1101 Eigersund del overført til 1111 Sokndal (gården Tjørn)."
"1112";"";"1";"Lund";;""
"1114";"";"1";"Bjerkreim";;""
"1119";"";"1";"Hå";;""
"1120";"";"1";"Klepp";;"1120 Klepp har hatt de same grensene siden formannskapsloven i 1837."
"1121";"";"1";"Time";;"I 1970 og 1989 ble 1121 Time del overført til 1122 Gjesdal. I 2013 ble et område overført fra 1121 Time kommune til 1122 Gjesdal kommune. Det overførte området ble ny grunnkrets i Gjesdal kommune med betegnelsen 11220115 Midtfjell."
"1122";"";"1";"Gjesdal";;"I 1970 og 1989 ble 1121 Time del overført til 1122 Gjesdal. I 2013 ble et område overført fra 1121 Time kommune til 1122 Gjesdal kommune. Det overførte området ble ny grunnkrets i Gjesdal kommune med betegnelsen 11220115 Midtfjell."
"1124";"";"1";"Sola";;"Fra 1. januar 2017 ble det foretatt en kommunegrenseendring mellom kommunene 1124 Sola og 1102 Sandnes."
"1127";"";"1";"Randaberg";;""
"1130";"";"1";"Strand";;""
"1133";"";"1";"Hjelmeland";;""
"1134";"";"1";"Suldal";;"I 1978 ble 1154 Vindafjord del overført til 1134 Suldal (Vormestrand krets)."
"1135";"";"1";"Sauda";;""
"1144";"";"1";"Kvitsøy";;""
"1145";"";"1";"Bokn";;""
"1146";"";"1";"Tysvær";;""
"1149";"";"1";"Karmøy";;""
"1151";"";"1";"Utsira";;""
"1160";"";"1";"Vindafjord";;""
"1505";"";"1";"Kristiansund";;""
"1506";"";"1";"Molde";;""
"1508";"";"1";"Ålesund";;""
"1511";"";"1";"Vanylven";;"I 2002 ble et område (grunnkretsene 0101 Sørbrandal og 0102 Hakallestranda) overført fra 1514 Sande kommune til 1511 Vanylven kommune."
"1514";"";"1";"Sande";;""
"1515";"";"1";"Herøy (Møre og Romsdal)";;""
"1516";"";"1";"Ulstein";;""
"1517";"";"1";"Hareid";;"1.7.1958 ble 1517 Hareid del overført til 1531 Borgund."
"1520";"";"1";"Ørsta";;""
"1525";"";"1";"Stranda";;""
"1528";"";"1";"Sykkylven";;"1.6.1955 ble 1527 Ørskog del overført til 1528 Sykkylven."
"1531";"";"1";"Sula";;""
"1532";"";"1";"Giske";;""
"1535";"";"1";"Vestnes";;"I 2021 ble grunnkrets 15390106 Våge til nye 15350308 Våge og grunnkrets 15390107 Hjelvik ble til 15350309 Hjelvik."
"1539";"";"1";"Rauma";;"I 2021 ble grunnkrets 15390106 Våge til nye 15350308 Våge og grunnkrets 15390107 Hjelvik ble til 15350309 Hjelvik."
"1547";"";"1";"Aukra";;""
"1554";"";"1";"Averøy";;"I 1983 ble 1551 Eide del overført til 1554 Averøy (eiendommen Eldhusøya/Ildhusøy gnr. 111 bnr. 1)."
"1557";"";"1";"Gjemnes";;""
"1560";"";"1";"Tingvoll";;"I 1965 ble 1564 Stangvik del overført til 1560 Tingvoll (Åsprong - Sandnes)."
"1563";"";"1";"Sunndal";;"I 1965 ble 1564 Stangvik del overført til 1563 Sunndal (Ålvundsfjord krets)."
"1566";"";"1";"Surnadal";;""
"1573";"";"1";"Smøla";;""
"1576";"";"1";"Aure";;""
"1577";"";"1";"Volda";;""
"1578";"";"1";"Fjord";;""
"1579";"";"1";"Hustadvika";;""
"1580";"";"1";"Haram";;""
"1804";"";"1";"Bodø";;""
"1806";"";"1";"Narvik";;""
"1811";"";"1";"Bindal";;""
"1812";"";"1";"Sømna";;""
"1813";"";"1";"Brønnøy";;""
"1815";"";"1";"Vega";;"I 1965 ble 1817 Tjøtta del overført til 1815 Vega (Skogsholmen skolekrets). I 1971 ble 1815 Vega del overført til 1820 Alstahaug (øygruppen Skålvær i Skogsholmen krets)."
"1816";"";"1";"Vevelstad";;"01.07.1920 ble 1817 Tjøtta del overført til 1816 Vevelstad (gården Giskåen)."
"1818";"";"1";"Herøy (Nordland)";;"I 1965 ble 1820 Alstahaug del overført til 1818 Herøy (Husvær og Brasøy/Prestøy skolekretser)."
"1820";"";"1";"Alstahaug";;"I 1971 ble 1815 Vega del overført til 1820 Alstahaug (øygruppen Skålvær i Skogsholmen krets). I 1995 ble 1820 Alstahaug del overført til 1824 Vefsn (grunnkretsene 0106 Vestvågan/Sørnes, 0108 Halsfjord gnr. 55 og 57 i 0107 Bærøyvågen)."
"1822";"";"1";"Leirfjord";;""
"1824";"";"1";"Vefsn";;"I 1995 ble 1820 Alstahaug del overført til 1824 Vefsn (grunnkretsene 0106 Vestvågan/Sørnes, 0108 Halsfjord gnr. 55 og 57 i 0107 Bærøyvågen)."
"1825";"";"1";"Grane";;""
"1826";"";"1";"Aarborte - Hattfjelldal";;""
"1827";"";"1";"Dønna";;""
"1828";"";"1";"Nesna";;"I 1919 ble 1832 Hemnes del overført til 1828 Nesna (handelsstedet Bardal)."
"1832";"";"1";"Hemnes";;""
"1833";"";"1";"Rana - Raane";;"Vedtak 16. februar 2024 nr. 270 om fastsetting av Raanen tjïelte som samisk namn på Rana kommune."
"1834";"";"1";"Lurøy";;""
"1835";"";"1";"Træna";;""
"1836";"";"1";"Rødøy";;""
"1837";"";"1";"Meløy";;""
"1838";"";"1";"Gildeskål";;""
"1839";"";"1";"Beiarn";;""
"1840";"";"1";"Saltdal";;"I 1949 ble 1842 Skjerstad del overført til 1840 Saltdal."
"1841";"";"1";"Fauske - Fuossko";;""
"1845";"";"1";"Sørfold - Fuolldá";;"Vedtak 16. februar 2024 nr. 273 om fastsetting Fuoldá suohkan som samisk namn på Sørfold kommune."
"1848";"";"1";"Steigen";;""
"1851";"";"1";"Lødingen";;""
"1853";"";"1";"Evenes - Evená??i";;""
"1856";"";"1";"Røst";;""
"1857";"";"1";"Værøy";;""
"1859";"";"1";"Flakstad";;""
"1860";"";"1";"Vestvågøy";;""
"1865";"";"1";"Vågan";;""
"1866";"";"1";"Hadsel";;""
"1867";"";"1";"Bø";;""
"1868";"";"1";"Øksnes";;""
"1870";"";"1";"Sortland - Suortá";;""
"1871";"";"1";"Andøy";;""
"1874";"";"1";"Moskenes";;""
"1875";"";"1";"Hábmer - Hamarøy";;""
"3101";"";"1";"Halden";;""
"3103";"";"1";"Moss";;""
"3105";"";"1";"Sarpsborg";;""
"3107";"";"1";"Fredrikstad";;""
"3110";"";"1";"Hvaler";;""
"3112";"";"1";"Råde";;""
"3114";"";"1";"Våler (Østfold)";;""
"3116";"";"1";"Skiptvet";;""
"3118";"";"1";"Indre Østfold";;""
"3120";"";"1";"Rakkestad";;""
"3122";"";"1";"Marker";;""
"3124";"";"1";"Aremark";;""
"3201";"";"1";"Bærum";;""
"3203";"";"1";"Asker";;""
"3205";"";"1";"Lillestrøm";;""
"3207";"";"1";"Nordre Follo";;""
"3209";"";"1";"Ullensaker";;""
"3212";"";"1";"Nesodden";;""
"3214";"";"1";"Frogn";;""
"3216";"";"1";"Vestby";;""
"3218";"";"1";"Ås";;""
"3220";"";"1";"Enebakk";;""
"3222";"";"1";"Lørenskog";;""
"3224";"";"1";"Rælingen";;""
"3226";"";"1";"Aurskog-Høland";;""
"3228";"";"1";"Nes";;""
"3230";"";"1";"Gjerdrum";;""
"3232";"";"1";"Nittedal";;""
"3234";"";"1";"Lunner";;""
"3236";"";"1";"Jevnaker";;""
"3238";"";"1";"Nannestad";;""
"3240";"";"1";"Eidsvoll";;""
"3242";"";"1";"Hurdal";;""
"3301";"";"1";"Drammen";;""
"3303";"";"1";"Kongsberg";;""
"3305";"";"1";"Ringerike";;""
"3310";"";"1";"Hole";;""
"3312";"";"1";"Lier";;""
"3314";"";"1";"Øvre Eiker";;""
"3316";"";"1";"Modum";;""
"3318";"";"1";"Krødsherad";;""
"3320";"";"1";"Flå";;""
"3322";"";"1";"Nesbyen";;""
"3324";"";"1";"Gol";;""
"3326";"";"1";"Hemsedal";;""
"3328";"";"1";"Ål";;""
"3330";"";"1";"Hol";;""
"3332";"";"1";"Sigdal";;""
"3334";"";"1";"Flesberg";;""
"3336";"";"1";"Rollag";;""
"3338";"";"1";"Nore og Uvdal";;""
"3401";"";"1";"Kongsvinger";;""
"3403";"";"1";"Hamar";;""
"3405";"";"1";"Lillehammer";;"I 2022 ble areal i grunnkrets 34050306 Dal i 3405 Lillehammer kommune overføres til grunnkrets 34400107 Vestlund i 3440 Øyer kommune."
"3407";"";"1";"Gjøvik";;""
"3411";"";"1";"Ringsaker";;""
"3412";"";"1";"Løten";;""
"3413";"";"1";"Stange";;""
"3414";"";"1";"Nord-Odal";;""
"3415";"";"1";"Sør-Odal";;""
"3416";"";"1";"Eidskog";;""
"3417";"";"1";"Grue";;""
"3418";"";"1";"Åsnes";;""
"3419";"";"1";"Våler (Innlandet)";;""
"3420";"";"1";"Elverum";;""
"3421";"";"1";"Trysil";;""
"3422";"";"1";"Åmot";;""
"3423";"";"1";"Stor-Elvdal";;""
"3424";"";"1";"Rendalen";;""
"3425";"";"1";"Engerdal";;""
"3426";"";"1";"Tolga";;""
"3427";"";"1";"Tynset";;""
"3428";"";"1";"Alvdal";;""
"3429";"";"1";"Folldal";;""
"3430";"";"1";"Os";;""
"3431";"";"1";"Dovre";;""
"3432";"";"1";"Lesja";;""
"3433";"";"1";"Skjåk";;""
"3434";"";"1";"Lom";;""
"3435";"";"1";"Vågå";;""
"3436";"";"1";"Nord-Fron";;""
"3437";"";"1";"Sel";;""
"3438";"";"1";"Sør-Fron";;""
"3439";"";"1";"Ringebu";;""
"3440";"";"1";"Øyer";;"I 2022 ble areal i grunnkrets 34050306 Dal i 3405 Lillehammer kommune overføres til grunnkrets 34400107 Vestlund i 3440 Øyer kommune."
"3441";"";"1";"Gausdal";;""
"3442";"";"1";"Østre Toten";;""
"3443";"";"1";"Vestre Toten";;""
"3446";"";"1";"Gran";;""
"3447";"";"1";"Søndre Land";;""
"3448";"";"1";"Nordre Land";;""
"3449";"";"1";"Sør-Aurdal";;""
"3450";"";"1";"Etnedal";;""
"3451";"";"1";"Nord-Aurdal";;""
"3452";"";"1";"Vestre Slidre";;"I 2021 ble grunnkrets 34520302 Høyne og en del av grunnkrets 34520306 Skjel ble til grunnkrets 34520302 Høyne i 3452 Vestre Slidre kommune."
"3453";"";"1";"Øystre Slidre";;"I 2021 ble grunnkrets 34530103 Dale og en del av grunnkrets 34520306 Skjel ble til grunnkrets 34530103 Dale i 3453 Øystre Slidre kommune."
"3454";"";"1";"Vang";;""
"3901";"";"1";"Horten";;""
"3903";"";"1";"Holmestrand";;""
"3905";"";"1";"Tønsberg";;""
"3907";"";"1";"Sandefjord";;""
"3909";"";"1";"Larvik";;""
"3911";"";"1";"Færder";;""
"4001";"";"1";"Porsgrunn";;""
"4003";"";"1";"Skien";;""
"4005";"";"1";"Notodden";;""
"4010";"";"1";"Siljan";;""
"4012";"";"1";"Bamble";;""
"4014";"";"1";"Kragerø";;""
"4016";"";"1";"Drangedal";;""
"4018";"";"1";"Nome";;""
"4020";"";"1";"Midt-Telemark";;""
"4022";"";"1";"Seljord";;""
"4024";"";"1";"Hjartdal";;""
"4026";"";"1";"Tinn";;""
"4028";"";"1";"Kviteseid";;""
"4030";"";"1";"Nissedal";;""
"4032";"";"1";"Fyresdal";;""
"4034";"";"1";"Tokke";;""
"4036";"";"1";"Vinje";;""
"4201";"";"1";"Risør";;""
"4202";"";"1";"Grimstad";;""
"4203";"";"1";"Arendal";;""
"4204";"";"1";"Kristiansand";;""
"4205";"";"1";"Lindesnes";;""
"4206";"";"1";"Farsund";;""
"4207";"";"1";"Flekkefjord";;""
"4211";"";"1";"Gjerstad";;""
"4212";"";"1";"Vegårshei";;""
"4213";"";"1";"Tvedestrand";;""
"4214";"";"1";"Froland";;""
"4215";"";"1";"Lillesand";;""
"4216";"";"1";"Birkenes";;""
"4217";"";"1";"Åmli";;""
"4218";"";"1";"Iveland";;""
"4219";"";"1";"Evje og Hornnes";;""
"4220";"";"1";"Bygland";;""
"4221";"";"1";"Valle";;""
"4222";"";"1";"Bykle";;""
"4223";"";"1";"Vennesla";;""
"4224";"";"1";"Åseral";;""
"4225";"";"1";"Lyngdal";;""
"4226";"";"1";"Hægebostad";;""
"4227";"";"1";"Kvinesdal";;""
"4228";"";"1";"Sirdal";;""
"4601";"";"1";"Bergen";;""
"4602";"";"1";"Kinn";;""
"4611";"";"1";"Etne";;""
"4612";"";"1";"Sveio";;""
"4613";"";"1";"Bømlo";;""
"4614";"";"1";"Stord";;""
"4615";"";"1";"Fitjar";;""
"4616";"";"1";"Tysnes";;""
"4617";"";"1";"Kvinnherad";;""
"4618";"";"1";"Ullensvang";;"I 2022 ble areal i grunnkrets 46180709 Ringøy i 4618 Ullensvang kommune overføres til grunnkrets 46190101 Erdal - Indre bu i 4619 Eidfjord kommune."
"4619";"";"1";"Eidfjord";;"I 2022 ble areal i grunnkrets 46180709 Ringøy i 4618 Ullensvang kommune overføres til grunnkrets 46190101 Erdal - Indre bu i 4619 Eidfjord kommune."
"4620";"";"1";"Ulvik";;""
"4621";"";"1";"Voss";;""
"4622";"";"1";"Kvam";;""
"4623";"";"1";"Samnanger";;""
"4624";"";"1";"Bjørnafjorden";;""
"4625";"";"1";"Austevoll";;""
"4626";"";"1";"Øygarden";;""
"4627";"";"1";"Askøy";;""
"4628";"";"1";"Vaksdal";;""
"4629";"";"1";"Modalen";;""
"4630";"";"1";"Osterøy";;""
"4631";"";"1";"Alver";;""
"4632";"";"1";"Austrheim";;""
"4633";"";"1";"Fedje";;""
"4634";"";"1";"Masfjorden";;""
"4635";"";"1";"Gulen";;""
"4636";"";"1";"Solund";;""
"4637";"";"1";"Hyllestad";;""
"4638";"";"1";"Høyanger";;""
"4639";"";"1";"Vik";;""
"4640";"";"1";"Sogndal";;""
"4641";"";"1";"Aurland";;""
"4642";"";"1";"Lærdal";;""
"4643";"";"1";"Årdal";;""
"4644";"";"1";"Luster";;""
"4645";"";"1";"Askvoll";;""
"4646";"";"1";"Fjaler";;""
"4647";"";"1";"Sunnfjord";;""
"4648";"";"1";"Bremanger";;""
"4649";"";"1";"Stad";;""
"4650";"";"1";"Gloppen";;""
"4651";"";"1";"Stryn";;""
"5001";"";"1";"Trondheim - Tråante";;""
"5006";"";"1";"Steinkjer";;""
"5007";"";"1";"Namsos - Nåavmesjenjaelmie";;""
"5014";"";"1";"Frøya";;""
"5020";"";"1";"Osen";;""
"5021";"";"1";"Oppdal";;""
"5022";"";"1";"Rennebu";;""
"5025";"";"1";"Røros - Rosse";;""
"5026";"";"1";"Holtålen";;""
"5027";"";"1";"Midtre Gauldal";;""
"5028";"";"1";"Melhus";;""
"5029";"";"1";"Skaun";;""
"5031";"";"1";"Malvik";;""
"5032";"";"1";"Selbu";;""
"5033";"";"1";"Tydal";;""
"5034";"";"1";"Meråker";;""
"5035";"";"1";"Stjørdal";;""
"5036";"";"1";"Frosta";;""
"5037";"";"1";"Levanger - Levangke";;"Vedtak 16. februar 2024 nr. 271 om fastsetting av Levangken tjïelte som samisk namn på Levanger kommune."
"5038";"";"1";"Verdal";;""
"5041";"";"1";"Snåase - Snåsa";;""
"5042";"";"1";"Lierne";;""
"5043";"";"1";"Raarvihke - Røyrvik";;""
"5044";"";"1";"Namsskogan";;""
"5045";"";"1";"Grong";;""
"5046";"";"1";"Høylandet";;""
"5047";"";"1";"Overhalla";;""
"5049";"";"1";"Flatanger";;""
"5052";"";"1";"Leka";;""
"5053";"";"1";"Inderøy";;""
"5054";"";"1";"Indre Fosen";;"I 2020 ble grunnkretsen Verrabotn flyttet fra Verran til 5054 Indre Fosen."
"5055";"";"1";"Heim";;""
"5056";"";"1";"Hitra";;""
"5057";"";"1";"Ørland";;""
"5058";"";"1";"Åfjord";;""
"5059";"";"1";"Orkland";;""
"5060";"";"1";"Nærøysund";;""
"5061";"";"1";"Rindal";;""
"5501";"";"1";"Tromsø";;""
"5503";"";"1";"Harstad - Hárstták";;""
"5510";"";"1";"Kvæfjord";;""
"5512";"";"1";"Dielddanuorri - Tjeldsund";;""
"5514";"";"1";"Ibestad";;""
"5516";"";"1";"Gratangen - Rivtták";;"Vedtak 16. februar 2024 nr. 272 om fastsetting av Rivttága suohkan som samisk namn på Gratangen kommune."
"5518";"";"1";"Loabák - Lavangen";;""
"5520";"";"1";"Bardu";;""
"5522";"";"1";"Salangen";;""
"5524";"";"1";"Målselv";;""
"5526";"";"1";"Sørreisa";;""
"5528";"";"1";"Dyrøy";;""
"5530";"";"1";"Senja";;""
"5532";"";"1";"Balsfjord";;""
"5534";"";"1";"Karlsøy";;""
"5536";"";"1";"Lyngen";;""
"5538";"";"1";"Storfjord - Omasvuotna - Omasvuono";;""
"5540";"";"1";"Gáivuotna - Kåfjord - Kaivuono";;""
"5542";"";"1";"Skjervøy";;""
"5544";"";"1";"Nordreisa - Ráisa - Raisi";;""
"5546";"";"1";"Kvænangen";;""
"5601";"";"1";"Alta";;""
"5603";"";"1";"Hammerfest - Hámmerfeasta";;""
"5605";"";"1";"Sør-Varanger";;""
"5607";"";"1";"Vadsø";;""
"5610";"";"1";"Kárá?johka - Karasjok";;""
"5612";"";"1";"Guovdageaidnu - Kautokeino";;""
"5614";"";"1";"Loppa";;""
"5616";"";"1";"Hasvik";;""
"5618";"";"1";"Måsøy";;""
"5620";"";"1";"Nordkapp";;""
"5622";"";"1";"Porsanger - Porsángu - Porsanki";;""
"5624";"";"1";"Lebesby";;""
"5626";"";"1";"Gamvik";;""
"5628";"";"1";"Deatnu - Tana";;""
"5630";"";"1";"Berlevåg";;""
"5632";"";"1";"Båtsfjord";;""
"5634";"";"1";"Vardø";;""
"5636";"";"1";"Unjárga - Nesseby";;""
"9999";"";"1";"Uoppgitt";;""
